// NPC名稱(複製到 GameResource.txt)

[name]
item = 50000,現在天下大亂，當兵打仗是最有發展的啦！
item = 58956,您的資歷似乎不太足夠…等您到了@C50級@A再來找我吧！
item = 58957,看來您是順利解完任務了，真是恭喜您啦！準備好要與心上人結婚了嗎？
item = 58958,準備好了
item = 58959,我要兌換禮服
item = 58960,稍等一下
item = 58961,我想離開這兒
item = 58962,請兩位先換上結婚禮服吧！#@B男方請換上：@C花翎烏紗帽(男)、狀元袍(男)、狀元鞋(男)@A#@B女方請換上：@C鳳冠(女)、霞披(女)、小紅鞋(女)@A
item = 58963,我換好了
item = 58964,我沒這套衣服
item = 58965,別開我老太婆玩笑了！@B已婚之人@A怎能再次嫁娶？
item = 58966,咱們開始舉行結婚儀式吧！
item = 58967,別開我老太婆玩笑了！@B已婚之人@A怎能再次嫁娶？
item = 58968,進入禮堂前先把衣服換上吧！#@B男方請換上：@C花翎烏紗帽(男)、狀元袍(男)、狀元鞋(男)@A#@B女方請換上：@C鳳冠(女)、霞披(女)、小紅鞋(女)@A
item = 58969,再檢查一下您的包包吧！幾件衣服應該不會弄丟才是…難不成，您還沒@B把禮卷兌換成禮服@A？
item = 58970,如果您想離開，我會將您@B送回重生點@A…確定要離開了嗎？
item = 58971,我要回去了
item = 58972,稍等一下
item = 58973,後會有期了…年輕人！
item = 58974,想離開的時候再跟我說吧！
item = 58975,每次為大家舉行結婚儀式，就讓我想到年輕的時候…
item = 58976,「鳳燭奏雙滿堂光、夫婦雙雙百年長、今日雙雙來拜祖、子孫富貴大吉昌」結婚可是人生大事，你們準備好了嗎?
item = 58977,我要求婚了
item = 58978,要如何結婚呢
item = 58979,我想離開這兒
item = 58980,順利結了婚…可要相愛相守一輩子啊…好好使用你們得到的@B傳送技能@A吧！
item = 58981,請兩位先確認@C彼此皆無配偶@A，組成@C兩人隊伍(隊伍不能有第三人)@A，最重要的是…你們兩個一定要是@C一男一女@A！@B其中一位求婚即可@A。
item = 58982,疑？你們的隊伍是不是有其他人呢？請先組成@B兩人隊伍@A，再進行求婚吧！
item = 58983,老太婆這邊是不反對同性相戀這檔事…不過我沒辦法幫您完成@B同性的結婚儀式@A喔！
item = 58984,別開我老太婆玩笑了！你們兩有人是@B已婚之人@A啊！
item = 58985,請兩位先換上結婚禮服吧！#@B男方請換上：@C花翎烏紗帽(男)、狀元袍(男)、狀元鞋(男)@A#@B女方請換上：@C鳳冠(女)、霞披(女)、小紅鞋(女)@A
item = 58986,我換好了
item = 58987,我沒這套衣服
item = 58988,咱們開始舉行結婚儀式吧！
item = 58989,這些叔叔阿姨出沒的地方，珠光跟我常常溜進去玩！我們可以偷偷帶您進去…#請先確認下列事項：#1.已接取@B50-100級情定三國任務@A#2.@B兩人皆未婚且一男一女@A#3.@B均分隊伍@A且@B隊伍人數為兩人@A#4.@B兩人的副本冷卻時間已到@A#5.請由@B隊長@A執行傳送選項
item = 58990,送我們進去吧
item = 58991,稍等一下
item = 58992,我們趕緊進去吧…
item = 58993,您@B不是隊長@A吧？那我沒法子帶您進去。
item = 58994,裡面那些叔叔阿姨，一定要@C一位大哥哥跟一位姐姐結伴進去@A才能對付的呀…@B太多人進去也會打草驚蛇的喔@A！
item = 58995,你們兩位看起來有些面熟…@B其中一位哥哥姐姐@A是不是已經@B結過婚@A了呢？還是@B已經帶您進去過了@A？
item = 58996,寶氣不敢跟您說話…去找@B珠光@A吧！#@C(超過100級的玩家請找珠光接取任務)@A
item = 58997,你還沒滿@B50級@A啊…這樣，跟你說啦…也是無濟於事…
item = 58998,再看一次哥哥姐姐需要注意的事情吧！#請先確認下列事項：#1.已接取@B50-100級情定三國任務@A#2.@B兩人皆未婚且一男一女@A#3.@B均分隊伍@A且@B隊伍人數為兩人@A#4.@B兩人的副本冷卻時間已到@A#5.請由@B隊長@A執行傳送選項
item = 58999,情定三國50-100級副本傳送進入失敗
item = 59000,找寶氣…有什麼事嗎？(左顧右盼)
item = 59001,我都聽你奶奶說了
item = 59002,我們什麼事情都沒做啊！
item = 59003,還不老實說
item = 59004,嗚…我不知道…
item = 59005,小孩子不能說謊
item = 59006,可憐的孩子
item = 59007,嗯嗯…我們什麼都不知道呀！
item = 59008,你還沒滿@B50級@A啊…這樣，跟你說啦…也是無濟於事…
item = 59009,您行行好…別跟奶奶說啊！前幾天寶氣跟珠光拿著結婚禮服在田邊玩，突然來了幾個看起來很凶的叔叔阿姨…給了我們兩好吃的糖，就把衣服都給搶走了！
item = 59010,讓我來幫你們
item = 59011,自己看著辦吧
item = 59012,嗚…寶氣跟珠光會挨奶奶打的…我們知道錯了…
item = 59013,那群叔叔阿姨作惡多端，專門欺壓窮苦人家…也見不得別人能有情人終成眷屬…所以我娘說，如果有人@B能擊敗那些叔叔阿姨@A，就親手@B縫製一套新的結婚禮服@A給他！
item = 59014,如果您已經結婚了…這個機會就讓給其他想成婚的人吧！
item = 59015,如果您已經結婚了…這個機會就讓給其他想成婚的人吧！
item = 59016,都是笨寶氣的錯…我們去另一個地方說話吧！
item = 59017,走吧
item = 59018,我不想去
item = 59019,我們走吧…
item = 59020,不想去的話…我沒辦法好好向您說明白！
item = 59021,您還是去跟寶氣談談吧！#@C(50級以上不到101級的玩家請找寶氣接取任務)@A
item = 59022,這些叔叔阿姨出沒的地方，我跟寶氣常常溜進去玩！我們可以偷偷帶您進去…#請先確認下列事項：#1.已接取@B100級以上情定三國任務@A#2.@B兩人皆未婚且一男一女@A#3.@B均分隊伍@A且@B隊伍人數為兩人@A#4.@B兩人的副本冷卻時間已到@A#5.請由@B隊長@A執行傳送選項
item = 59023,送我們進去吧
item = 59024,稍等一下
item = 59025,我們趕緊進去吧…
item = 59026,您不是@B隊長@A吧？那我沒法子帶您進去。
item = 59027,裡面那些叔叔阿姨，一定要@C一位大哥哥跟一位姐姐結伴進去@A才能對付的呀…@B太多人進去也會打草驚蛇的喔@A！
item = 59028,你們兩位看起來有些面熟…@B其中一位哥哥姐姐@A是不是已經@B結過婚@A了呢？還是@B已經帶您進去過了@A？
item = 59029,再看一次哥哥姐姐需要注意的事情吧！#請先確認下列事項：#1.已接取@B100級以上情定三國任務@A#2.@B兩人皆未婚且一男一女@A#3.@B均分隊伍@A且@B隊伍人數為兩人@A#4.@B兩人的副本冷卻時間已到@A#5.請由@B隊長@A執行傳送選項
item = 59030,100級以上情定三國副本傳送進入失敗
item = 59031,那群叔叔阿姨作惡多端，專門欺壓窮苦人家…也見不得別人能有情人終成眷屬…所以我娘說，如果有人@B能擊敗那些叔叔阿姨@A，就親手@B縫製一套新的結婚禮服@A給他！
item = 59032,「鳳燭奏雙滿堂光、夫婦雙雙百年長、今日雙雙來拜祖、子孫富貴大吉昌」結婚可是人生大事啊！
item = 59033,準備好了，就趕緊讓我帶您去那些阿姨會出現的地方吧！
item = 59034,快帶我去吧
item = 59035,稍等一下
item = 59036,那些阿姨是壞人…哥哥要小心點！
item = 59037,要快點！被人發現咱們偷偷進來就遭了！
item = 59038,姐姐您去找珠光吧！
item = 59039,哥哥您去找寶氣吧！
item = 59040,準備好了，就趕緊讓我帶您去那些叔叔會出現的地方吧！
item = 59041,快帶我去吧
item = 59042,稍等一下
item = 59043,那些叔叔是壞人…姐姐要小心點！
item = 59044,要快點！被人發現咱們偷偷進來就遭了！
item = 59045,準備好了，就趕緊讓我帶您去那些阿姨會出現的地方吧！
item = 59046,快帶我去吧
item = 59047,稍等一下
item = 59048,那些阿姨是壞人…哥哥要小心點！
item = 59049,要快點！被人發現咱們偷偷進來就遭了！
item = 59050,姐姐您去找珠光吧！
item = 59051,哥哥您去找寶氣吧！
item = 59052,準備好了，就趕緊讓我帶您去那些叔叔會出現的地方吧！
item = 59053,快帶我去吧
item = 59054,稍等一下
item = 59055,那些叔叔是壞人…姐姐要小心點！
item = 59056,要快點！被人發現咱們偷偷進來就遭了！
item = 59057,那些壞人一定被哥哥好好教訓一番了！我娘也已幫您做好結婚禮服，可以@B兌換結婚禮服的禮卷已經放進您的背包中囉@A！回去@B跟奶奶換@A吧！那…哥哥的同伴也成功了嗎？
item = 59058,請送我去救同伴
item = 59059,我想離開了
item = 59060,事不宜遲…咱們走吧！
item = 59061,結婚禮服換上了…就可以請奶奶幫你們舉行婚禮囉！
item = 59062,領過了就不能再領囉！
item = 59063,您的@B等級@A不應該是進來這兒吧！這樣是不能給您獎勵的…
item = 59064,那些壞人一定被姐姐好好教訓一番了！我娘也已幫您做好結婚禮服，可以@B兌換結婚禮服的禮卷已經放進您的背包中囉@A！回去@B跟奶奶換@A吧！那…哥哥的同伴也成功了嗎？
item = 59065,請送我去救同伴
item = 59066,我想離開了
item = 59067,事不宜遲…咱們走吧！
item = 59068,請先空出@B一格@A背包空間吧！
item = 59069,那些壞人一定被哥哥好好教訓一番了！我娘也已幫您做好結婚禮服，可以@B兌換結婚禮服的禮卷已經放進您的背包中囉@A！回去@B跟奶奶換@A吧！那…哥哥的同伴也成功了嗎？
item = 59070,請送我去救同伴
item = 59071,我想離開了
item = 59072,事不宜遲…咱們走吧！
item = 59073,結婚禮服換上了…就可以請奶奶幫你們舉行婚禮囉！
item = 59074,那些壞人一定被姐姐好好教訓一番了！我娘也已幫您做好結婚禮服，可以@B兌換結婚禮服的禮卷已經放進您的背包中囉@A！回去@B跟奶奶換@A吧！那…哥哥的同伴也成功了嗎？
item = 59075,請送我去救同伴
item = 59076,我想離開了
item = 59077,事不宜遲…咱們走吧！
item = 59078,感謝您的兌換，快把衣服都換上吧！
item = 59079,感謝您的兌換，快把衣服都換上吧！
item = 59080,您沒有@B兌換卷@A呀！
item = 59081,請先空出@B三格@A背包空間吧！
item = 59082,那些壞人一定被哥哥好好教訓一番了！那…哥哥的同伴也成功了嗎？
item = 59083,請送我去救同伴
item = 59084,我想離開了
item = 59085,事不宜遲…咱們走吧！
item = 59086,結婚禮服換上了…就可以請奶奶幫你們舉行婚禮囉！
item = 59087,那些壞人一定被姐姐好好教訓一番了！那…姐姐的同伴也成功了嗎？
item = 59088,請送我去救同伴
item = 59089,我想離開了
item = 59090,事不宜遲…咱們走吧！
item = 59091,那些壞人一定被哥哥好好教訓一番了！那…哥哥的同伴也成功了嗎？
item = 59092,請送我去救同伴
item = 59093,我想離開了
item = 59094,事不宜遲…咱們走吧！
item = 59095,那些壞人一定被姐姐好好教訓一番了！那…姐姐的同伴也成功了嗎？
item = 59096,請送我去救同伴
item = 59097,我想離開了
item = 59098,事不宜遲…咱們走吧！
item = 59099,虎年新氣象，好事滾滾來！這位大人有何指教呢？
item = 59100,持有天兵兌換券
item = 59101,持有白瑞祥虎兌換券
item = 59102,若大人持有天兵兌換券，可自選七種武器的其中一把，屬性隨機。#可兌換的武器：@C碧水凝霜、滅世炎魔弓、地殘招魂杖、蒼火伏魔扇、蚩尤問天斧、盤古開天戟、傲世無雙劍@A。
item = 59103,兌換碧水凝霜
item = 59104,兌換滅世炎魔弓
item = 59105,兌換地殘招魂杖
item = 59106,下一頁
item = 59107,若大人持有白瑞祥虎兌換券，可兌換白瑞祥虎一隻，原始屬性。
item = 59108,兌換白瑞祥虎
item = 59109,離開
item = 59110,若大人持有天兵兌換券，可換取七種武器的其中一把，屬性隨機。#可兌換的武器：@C碧水凝霜、滅世炎魔弓、地殘招魂杖、蒼火伏魔扇、蚩尤問天斧、盤古開天戟、傲世無雙劍@A。
item = 59111,兌換蒼火伏魔扇
item = 59112,兌換蚩尤問天斧
item = 59113,下一頁
item = 59114,上一頁
item = 59115,若大人持有天兵兌換券，可換取七種武器的其中一把，屬性隨機。#可兌換的武器：@C碧水凝霜、滅世炎魔弓、地殘招魂杖、蒼火伏魔扇、蚩尤問天斧、盤古開天戟、傲世無雙劍@A。
item = 59116,兌換盤古開天戟
item = 59117,兌換傲世無雙劍
item = 59118,上一頁
item = 59119,您並沒有持有天兵兌換券。
item = 59120,您並沒有持有白瑞祥虎兌換券。
item = 59121,新年快樂！
item = 59122,兌換失敗，請重新再來過。
item = 59123,您才剛辦完離婚不久呢！小的即使想賺錢也沒辦法幫您這個忙…過一段時間如果還是想離婚，就再來找我吧！@C(需等待遊戲時間一周後才能再次離婚)@A
item = 59124,您千里迢迢、遠到而來…是來找小的為您辦理@B離婚手續@A的嗎？很簡單！給我@B手續費1000萬銀兩@A或是@B離婚狀一張@A，小的就還您自由之身…不過您可要仔細想清楚啊…#@C(離婚後需等待遊戲時間一周後才能再次離婚)@A
item = 59125,1000萬銀兩拿去
item = 59126,離婚狀拿去吧
item = 59127,我再考慮一下
item = 59128,恭喜您…您又回到了自由身！配偶才有的@B傳送技能@A…小的就@B先收回@A啦！#@C(離婚後需等待遊戲時間一周後才能再次離婚)@A
